imdb	date	box_office
tt0031043	1939-08-23	19300.0
tt0029927	1939-08-23	9150.0
tt0031482	1939-08-23	3750.0
tt0032113	1939-08-23	9500.0
tt0032132	1939-08-23	12500.0
tt0031657	1939-08-23	20300.0
tt0031786	1939-08-23	3275.0
tt0031461	1939-08-23	2950.0
tt0031385	1939-08-23	48400.0
tt0031346	1939-08-23	17850.0
tt0032045	1939-08-23	1650.0
tt0031139	1939-08-23	33100.0
tt0031447	1939-08-23	53750.0
tt0031973	1939-08-23	161150.0
tt0031512	1939-08-23	20750.0
tt0031619	1939-08-23	37250.0
tt0031712	1939-08-23	7000.0
tt0032019	1939-08-23	13250.0
tt0031465	1939-08-23	7750.0
tt0031369	1939-08-23	1750.0
tt0031511	1939-08-23	24600.0
tt0032141	1939-08-23	23750.0
tt0031530	1939-08-23	3340.0
tt0031979	1939-08-23	5600.0
tt0031497	1939-08-23	400.0
tt0031188	1939-08-23	11650.0
tt0031071	1939-08-23	400.0
tt0032044	1939-08-23	400.0
tt0031611	1939-08-23	19150.0
tt0031212	1939-08-23	2150.0
tt0031288	1939-08-23	13800.0
tt0031650	1939-08-23	3340.0
tt0022448	1939-08-23	7650.0
tt0031988	1939-08-23	12100.0
tt0031163	1939-08-23	5000.0
tt0031680	1939-08-23	1500.0
tt0031907	1939-08-23	6700.0
tt0031767	1939-08-23	21950.0
tt0031676	1939-08-23	7750.0
tt0031719	1939-08-23	1000.0
tt0031516	1939-08-23	1375.0
tt0031643	1939-08-23	1025.0
tt0032153	1939-08-23	5175.0
tt0031412	1939-08-23	1750.0
tt0031316	1939-08-23	6400.0
tt0032114	1939-08-23	2900.0
tt0031088	1939-08-23	34000.0
tt0031477	1939-08-23	84000.0
tt0032023	1939-08-23	20000.0
tt0031750	1939-08-23	50000.0
tt0031120	1939-08-23	1550.0
tt0030996	1939-08-23	450.0
tt0030732	1939-08-23	450.0
tt0031536	1939-08-23	450.0
tt0031743	1939-08-23	2700.0
tt0031392	1939-08-23	850.0
tt0029945	1939-08-23	850.0
tt0031331	1939-08-23	8750.0
tt0031154	1939-08-23	1500.0
tt0031691	1939-08-23	1500.0
tt0031754	1939-08-23	5350.0
tt0031124	1939-08-23	3600.0
tt0032124	1939-08-23	29600.0
tt0032078	1939-08-23	16600.0
tt0031652	1939-08-23	3225.0
tt0031383	1939-08-23	750.0
tt0031115	1939-08-23	2750.0
tt0032077	1939-08-23	350.0
tt0031723	1939-08-23	575.0
tt0031125	1939-08-23	3075.0
tt0031700	1939-08-23	600.0
tt0031104	1939-08-23	600.0
tt0031989	1939-08-23	600.0
tt0032341	1939-08-23	540.0
tt0031535	1939-08-23	540.0
tt0031448	1939-08-23	340.0
tt0031891	1939-08-23	3000.0
tt0031445	1939-08-23	3000.0
tt0031550	1939-08-23	4000.0
tt0032032	1939-08-23	200.0
tt0031661	1939-08-23	2200.0
tt0030973	1939-08-23	300.0
tt0029529	1939-08-23	300.0
tt0029593	1939-08-23	300.0
tt0030479	1939-08-23	300.0
tt0032020	1939-08-23	7000.0
tt0031147	1939-08-23	11000.0
tt0031317	1939-08-23	1300.0
tt0032155	1939-08-23	800.0
tt0032010	1939-08-23	800.0
tt0031532	1939-08-23	800.0
tt0031587	1939-08-23	450.0
tt0031127	1939-08-23	450.0
tt0029396	1939-08-23	450.0
tt0031419	1939-08-23	1800.0
tt0031941	1939-08-23	1800.0
tt0031149	1939-08-23	3400.0
tt0031762	1939-08-23	1050.0
tt0031039	1939-08-23	1050.0
tt0031488	1939-04-12	800.0
tt0031947	1939-04-12	10550.0
tt0031299	1939-04-12	37500.0
tt0031962	1939-04-12	4250.0
tt0031020	1939-04-12	15000.0
tt0031580	1939-04-12	15500.0
tt0031442	1939-04-12	35200.0
tt0030637	1939-04-12	21900.0
tt0031917	1939-04-12	33000.0
tt0031107	1939-04-12	2500.0
tt0031448	1939-04-12	10550.0
tt0031865	1939-04-12	2500.0
tt0031703	1939-04-12	4500.0
tt0023973	1939-04-12	2850.0
tt0030375	1939-04-12	2850.0
tt0031507	1939-04-12	1250.0
tt0031787	1939-04-12	1250.0
tt0031103	1939-04-12	43450.0
tt0031089	1939-04-12	1950.0
tt0031469	1939-04-12	5650.0
tt0029396	1939-04-12	7400.0
tt0032004	1939-04-12	4750.0
tt0030680	1939-04-12	4750.0
tt0264823	1939-04-12	2250.0
tt0133174	1939-04-12	500.0
tt0030546	1939-04-12	500.0
tt0032128	1939-04-12	38950.0
tt0030804	1939-04-12	6150.0
tt0031743	1939-04-12	600.0
tt0032149	1939-04-12	11700.0
tt0030079	1939-04-12	600.0
tt0031470	1939-04-12	25450.0
tt0031890	1939-04-12	1250.0
tt0031647	1939-04-12	61500.0
tt0032152	1939-04-12	9000.0
tt0031923	1939-04-12	4400.0
tt0031547	1939-04-12	2250.0
tt0032043	1939-04-12	1800.0
tt0032030	1939-04-12	36500.0
tt0031699	1939-04-12	4000.0
tt0029927	1939-04-12	14000.0
tt0031716	1939-04-12	18850.0
tt0031970	1939-04-12	5500.0
tt0031535	1939-04-12	9750.0
tt0031593	1939-04-12	34200.0
tt0031755	1939-04-12	9500.0
tt0031129	1939-04-12	13500.0
tt0031283	1939-04-12	7500.0
tt0031293	1939-04-12	14000.0
tt0031747	1939-04-12	13050.0
tt0031700	1939-04-12	1750.0
tt0030341	1939-04-12	2250.0
tt0031117	1939-04-12	2850.0
tt0030684	1939-04-12	2850.0
tt0031785	1939-04-12	4350.0
tt0031021	1939-04-12	4000.0
tt0031392	1939-04-12	1500.0
tt0025316	1939-04-12	2800.0
tt0030303	1939-04-12	2800.0
tt0031330	1939-04-12	5550.0
tt0031039	1939-04-12	11300.0
tt0031313	1939-04-12	10700.0
tt0031761	1939-04-12	3100.0
tt0030993	1939-04-12	4700.0
tt0032056	1939-04-12	400.0
tt0032127	1939-04-12	500.0
tt0030726	1939-04-12	1850.0
tt0031971	1939-04-12	1000.0
tt0032022	1939-04-12	750.0
tt0032017	1939-04-12	750.0
tt0031732	1939-04-12	2250.0
tt0031990	1939-04-12	3500.0
tt0029878	1939-04-12	1750.0
tt0031946	1939-04-12	11000.0
tt0031125	1939-04-12	6000.0
tt0031566	1939-04-12	11000.0
tt0031981	1939-04-12	47000.0
tt0032028	1939-04-12	7500.0
tt0031697	1939-04-12	7500.0
tt0031118	1939-04-12	9500.0
tt0031590	1939-04-12	2500.0
tt0027040	1939-04-12	3800.0
tt0025423	1939-04-12	3800.0
tt0030882	1939-04-12	7000.0
tt0031127	1939-04-12	14000.0
tt0032746	1940-08-28	23700.0
tt0032829	1940-08-28	45000.0
tt0032194	1940-08-28	23400.0
tt0032427	1940-08-28	15700.0
tt0033013	1940-08-28	14800.0
tt0033149	1940-08-28	73400.0
tt0032530	1940-08-28	13200.0
tt0032617	1940-08-28	184900.0
tt0031381	1940-08-28	23000.0
tt0032513	1940-08-28	150.0
tt0033056	1940-08-28	150.0
tt0033024	1940-08-28	550.0
tt0032258	1940-08-28	150.0
tt0033294	1940-08-28	150.0
tt0033022	1940-08-28	150.0
tt0032983	1940-08-28	113750.0
tt0033246	1940-08-28	7500.0
tt0033092	1940-08-28	8450.0
tt0032490	1940-08-28	400.0
tt0033117	1940-08-28	775.0
tt0032487	1940-08-28	775.0
tt0032831	1940-08-28	375.0
tt0032326	1940-08-28	375.0
tt0032191	1940-08-28	1800.0
tt0032686	1940-08-28	28800.0
tt0029284	1940-08-28	850.0
tt0032205	1940-08-28	850.0
tt0032276	1940-08-28	28500.0
tt0032273	1940-08-28	53400.0
tt0033085	1940-08-28	500.0
tt0032958	1940-08-28	1050.0
tt0032261	1940-08-28	18000.0
tt0029583	1940-08-28	34000.0
tt0301435	1940-08-28	3000.0
tt0032684	1940-08-28	8350.0
tt0032747	1940-08-28	17400.0
tt0032925	1940-08-28	2750.0
tt0032943	1940-08-28	135100.0
tt0032539	1940-08-28	19600.0
tt0033159	1940-08-28	10000.0
tt0206302	1940-08-28	5150.0
tt0032554	1940-08-28	65050.0
tt0031378	1940-08-28	7650.0
tt0032520	1940-08-28	21000.0
tt0033028	1940-08-28	90500.0
tt0032304	1940-08-28	18500.0
tt0032347	1940-08-28	12500.0
tt0032968	1940-08-28	16550.0
tt0033027	1940-08-28	14550.0
tt0033009	1940-08-28	550.0
tt0033011	1940-08-28	1000.0
tt0032706	1940-08-28	550.0
tt0032881	1940-08-28	2250.0
tt0033265	1940-08-28	20000.0
tt0033288	1940-08-28	5250.0
tt0034113	1940-08-28	12650.0
tt0033082	1940-08-28	25500.0
tt0033190	1940-08-28	2000.0
tt0034161	1940-08-28	2000.0
tt0033145	1940-08-28	5550.0
tt0032641	1940-08-28	3000.0
tt0032211	1940-08-28	22500.0
tt0032369	1940-08-28	8500.0
tt0033224	1940-08-28	13000.0
tt0029365	1940-08-28	3850.0
tt0032811	1940-08-28	5300.0
tt0032882	1940-08-28	2000.0
tt0032710	1940-08-28	800.0
tt0032252	1940-08-28	800.0
tt0032834	1940-08-28	2500.0
tt0033169	1940-08-28	5750.0
tt0033019	1940-08-28	1800.0
tt0032731	1940-08-28	1800.0
tt0033254	1940-08-28	3000.0
tt0032908	1940-08-28	10250.0
tt0032894	1940-08-28	7000.0
tt0033244	1940-08-28	2650.0
tt0032221	1940-08-28	1900.0
tt0032624	1940-08-28	900.0
tt0032416	1940-08-28	900.0
tt0028029	1940-08-28	1200.0
tt0032467	1940-08-28	1200.0
tt0032411	1940-08-28	16900.0
tt0032277	1940-08-28	1100.0
tt0032526	1940-08-28	2000.0
tt0032324	1940-08-28	10000.0
tt0033208	1940-08-28	25000.0
tt0032525	1940-08-28	13000.0
tt0032732	1940-08-28	450.0
tt0032740	1940-08-28	450.0
tt0033098	1940-08-28	450.0
tt0032383	1940-08-28	1000.0
tt0032879	1940-08-28	1250.0
tt0032231	1940-08-28	4000.0
tt0032766	1940-08-28	5000.0
tt0032194	1940-07-17	120000.0
tt0032206	1940-07-17	75250.0
tt0032341	1940-07-17	16200.0
tt0032747	1940-07-17	33200.0
tt0032925	1940-07-17	6900.0
tt0032881	1940-07-17	17850.0
tt0029162	1940-07-17	6900.0
tt0029284	1940-07-17	31300.0
tt0032882	1940-07-17	9100.0
tt0032520	1940-07-17	149650.0
tt0032840	1940-07-17	116550.0
tt0033208	1940-07-17	27450.0
tt0033155	1940-07-17	5400.0
tt0032641	1940-07-17	4183.333333333334
tt0032530	1940-07-17	6350.0
tt0032754	1940-07-17	5400.0
tt0033169	1940-07-17	11150.0
tt0032947	1940-07-17	45150.0
tt0032505	1940-07-17	8800.0
tt0032432	1940-07-17	26500.0
tt0032479	1940-07-17	18350.0
tt0033009	1940-07-17	60750.0
tt0031398	1940-07-17	2700.0
tt0033190	1940-07-17	15850.0
tt0032811	1940-07-17	42800.0
tt0033011	1940-07-17	3400.0
tt0033013	1940-07-17	10400.0
tt0032513	1940-07-17	3458.333333333333
tt0033019	1940-07-17	20500.0
tt0032176	1940-07-17	1600.0
tt0032976	1940-07-17	3300.0
tt0033100	1940-07-17	1150.0
tt0032305	1940-07-17	15400.0
tt0032254	1940-07-17	11450.0
tt0032311	1940-07-17	1800.0
tt0033056	1940-07-17	1800.0
tt0032325	1940-07-17	2600.0
tt0032731	1940-07-17	3250.0
tt0022681	1940-07-17	1333.3333333333333
tt0032884	1940-07-17	3200.0
tt0033022	1940-07-17	20700.0
tt0033284	1940-07-17	6883.333333333334
tt0032499	1940-07-17	13500.0
tt0032369	1940-07-17	14500.0
tt0028597	1940-07-17	7650.0
tt0032184	1940-07-17	4500.0
tt0032732	1940-07-17	2500.0
tt0032871	1940-07-17	3600.0
tt0032901	1940-07-17	4900.0
tt0032211	1940-07-17	16950.0
tt0032476	1940-07-17	5900.0
tt0032651	1940-07-17	500.0
tt0031617	1940-07-17	500.0
tt0033062	1940-07-17	500.0
tt0032353	1940-07-17	500.0
tt0032443	1940-07-17	300.0
tt0032362	1940-07-17	300.0
tt0032828	1940-07-17	300.0
tt0032522	1940-07-17	300.0
tt0031742	1940-07-17	300.0
tt0032509	1940-07-17	10450.0
tt0032397	1940-07-17	12500.0
tt0032179	1940-07-17	17300.0
tt0032608	1940-07-17	2550.0
tt0032868	1940-07-17	2000.0
tt0032285	1940-07-17	43400.0
tt0032178	1940-07-17	8650.0
tt0032820	1940-07-17	6600.0
tt0032783	1940-07-17	1000.0
tt0032958	1940-07-17	1000.0
tt0032644	1940-07-17	850.0
tt0032893	1940-07-17	1100.0
tt0020960	1940-07-17	800.0
tt0033238	1940-07-17	22700.0
tt0033117	1940-07-17	16650.0
tt0032624	1940-07-17	9400.0
tt0029742	1940-07-17	750.0
tt0033235	1940-07-17	7750.0
tt0031381	1940-07-17	14900.0
tt0032829	1940-07-17	3350.0
tt0033279	1940-07-17	11000.0
tt0032191	1940-07-17	4800.0
tt0032427	1940-07-17	3200.0
tt0345567	1940-07-17	1000.0
tt0031341	1940-07-17	5000.0
tt0031272	1940-07-17	5000.0
tt0031887	1940-07-17	225.0
tt0032939	1940-07-17	225.0
tt0029790	1940-07-17	225.0
tt0032252	1940-07-17	6000.0
tt0032209	1940-10-30	8250.0
tt0032342	1940-10-30	69650.0
tt0032261	1940-10-30	550.0
tt0032908	1940-10-30	6650.0
tt0032596	1940-10-30	14600.0
tt0033276	1940-10-30	22600.0
tt0033110	1940-10-30	33000.0
tt0032986	1940-10-30	14300.0
tt0033153	1940-10-30	17150.0
tt0033185	1940-10-30	1100.0
tt0033150	1940-10-30	164050.0
tt0032556	1940-10-30	15500.0
tt0032410	1940-10-30	144000.0
tt0032377	1940-10-30	11000.0
tt0032959	1940-10-30	5000.0
tt0032834	1940-10-30	5150.0
tt0032676	1940-10-30	168800.0
tt0032806	1940-10-30	22850.0
tt0032809	1940-10-30	40850.0
tt0032619	1940-10-30	3250.0
tt0032534	1940-10-30	36650.0
tt0032458	1940-10-30	8200.0
tt0033152	1940-10-30	10000.0
tt0033059	1940-10-30	18150.0
tt0032484	1940-10-30	13650.0
tt0029583	1940-10-30	2250.0
tt0032774	1940-10-30	7900.0
tt0033253	1940-10-30	67550.0
tt0033278	1940-10-30	5500.0
tt0032347	1940-10-30	2700.0
tt0032422	1940-10-30	25400.0
tt0032622	1940-10-30	4500.0
tt0032968	1940-10-30	2000.0
tt0031641	1940-10-30	6150.0
tt0032417	1940-10-30	2250.0
tt0032781	1940-10-30	2250.0
tt0032396	1940-10-30	9200.0
tt0032983	1940-10-30	5266.666666666667
tt0033246	1940-10-30	9441.666666666666
tt0032411	1940-10-30	666.6666666666666
tt0032330	1940-10-30	7000.0
tt0033095	1940-10-30	33000.0
tt0032957	1940-10-30	11250.0
tt0032527	1940-10-30	3000.0
tt0032481	1940-10-30	4000.0
tt0032780	1940-10-30	20500.0
tt0031640	1940-10-30	200.0
tt0031286	1940-10-30	200.0
tt0032324	1940-10-30	10100.0
tt0032514	1940-10-30	24600.0
tt0033288	1940-10-30	4700.0
tt0032686	1940-10-30	12900.0
tt0033149	1940-10-30	2900.0
tt0031378	1940-10-30	2000.0
tt0032612	1940-10-30	10150.0
tt0032530	1940-10-30	1100.0
tt0032714	1940-10-30	2500.0
tt0032525	1940-10-30	700.0
tt0032846	1940-10-30	12000.0
tt0032218	1940-10-30	9500.0
tt0032245	1940-10-30	1650.0
tt0032571	1940-10-30	18250.0
tt0032695	1940-10-30	3500.0
tt0032733	1940-10-30	1250.0
tt0033063	1940-10-30	3550.0
tt0034113	1940-10-30	4650.0
tt0032943	1940-10-30	1750.0
tt0033092	1940-10-30	1150.0
tt0032684	1940-10-30	3250.0
tt0033190	1940-10-30	275.0
tt0032276	1940-10-30	600.0
tt0032947	1940-10-30	333.3333333333333
tt0033032	1940-10-30	333.3333333333333
tt0029162	1940-10-30	325.0
tt0028597	1940-10-30	325.0
tt0032215	1940-10-30	6000.0
tt0032421	1940-10-30	6000.0
tt0033224	1940-10-30	5600.0
tt0032297	1940-10-30	12250.0
tt0032973	1940-10-30	3500.0
tt0032554	1940-10-30	2200.0
tt0032884	1940-10-30	3700.0
tt0032818	1940-10-30	4900.0
tt0032842	1940-10-30	3500.0
tt0032987	1940-10-30	6800.0
tt0032473	1940-10-30	5100.0
tt6424172	1940-10-30	6450.0
tt0032670	1940-10-30	5900.0
tt0032759	1940-10-30	4550.0
tt0032894	1940-10-30	2800.0
tt0032553	1940-10-30	127000.0
tt0032304	1940-10-30	7000.0
tt0032281	1940-10-30	4100.0
tt0032220	1940-10-30	58000.0
tt0033069	1940-10-30	5200.0
tt0032728	1940-10-30	20000.0
tt0032273	1940-10-30	30000.0
tt0032894	1940-10-09	20400.0
tt0033028	1940-10-09	11600.0
tt0033159	1940-10-09	5776.666666666667
tt0032596	1940-10-09	14850.0
tt0032818	1940-10-09	11100.0
tt0033253	1940-10-09	39300.0
tt0033092	1940-10-09	15600.0
tt0032273	1940-10-09	46300.0
tt0031381	1940-10-09	28700.0
tt0029162	1940-10-09	2200.0
tt0028597	1940-10-09	1000.0
tt0032218	1940-10-09	8500.0
tt0033095	1940-10-09	39700.0
tt0032781	1940-10-09	11250.0
tt0033110	1940-10-09	165600.0
tt0033032	1940-10-09	20550.0
tt0032612	1940-10-09	109050.0
tt0032973	1940-10-09	46500.0
tt0032484	1940-10-09	92750.0
tt0032281	1940-10-09	50650.0
tt0032342	1940-10-09	61900.0
tt0032733	1940-10-09	4250.0
tt0032247	1940-10-09	4775.0
tt0032617	1940-10-09	45000.0
tt0032986	1940-10-09	19583.333333333332
tt0032957	1940-10-09	18000.0
tt0033276	1940-10-09	8500.0
tt0206302	1940-10-09	4650.0
tt0032525	1940-10-09	5150.0
tt0033069	1940-10-09	2000.0
tt0031575	1940-10-09	1000.0
tt0032369	1940-10-09	1750.0
tt0033189	1940-10-09	1671.4285714285713
tt0032846	1940-10-09	20950.0
tt0033278	1940-10-09	7075.0
tt0032425	1940-10-09	2000.0
tt0032422	1940-10-09	18000.0
tt0032576	1940-10-09	20075.0
tt0032556	1940-10-09	4700.0
tt0032414	1940-10-09	55350.0
tt0030217	1940-10-09	200.0
tt0033185	1940-10-09	625.0
tt0033099	1940-10-09	525.0
tt0034113	1940-10-09	4925.0
tt0032831	1940-10-09	3000.0
tt0033063	1940-10-09	8625.0
tt0032376	1940-10-09	6350.0
tt0032806	1940-10-09	7350.0
tt0032619	1940-10-09	16300.0
tt0032261	1940-10-09	3150.0
tt0032347	1940-10-09	1750.0
tt0032554	1940-10-09	3500.0
tt0033288	1940-10-09	1350.0
tt0032949	1940-10-09	9850.0
tt0033254	1940-10-09	958.3333333333334
tt0032276	1940-10-09	583.3333333333334
tt0032800	1940-10-09	2125.0
tt0032987	1940-10-09	2125.0
tt0032527	1940-10-09	5000.0
tt0032324	1940-10-09	2700.0
tt0032968	1940-10-09	5760.0
tt0897254	1940-10-09	2600.0
tt0033137	1940-10-09	5300.0
tt0032481	1940-10-09	7750.0
tt0033149	1940-10-09	660.0
tt0032530	1940-10-09	4100.0
tt0033085	1940-10-09	400.0
tt0032641	1940-10-09	171.42857142857142
tt0032620	1940-10-09	431.42857142857144
tt0032505	1940-10-09	171.42857142857142
tt0029881	1940-10-09	171.42857142857142
tt0032925	1940-10-09	171.42857142857142
tt0033279	1940-10-09	260.0
tt0032194	1940-10-09	23000.0
tt0032411	1940-10-09	14500.0
tt0033082	1940-10-09	1750.0
tt0032676	1940-10-09	4700.0
tt0032514	1940-10-09	3050.0
tt0033155	1940-10-09	1200.0
tt0032869	1940-10-09	500.0
tt0032965	1940-10-09	500.0
tt0031378	1940-10-09	500.0
tt0032571	1940-10-09	3000.0
tt0032754	1940-10-09	375.0
tt0032211	1940-10-09	375.0
tt0032793	1940-10-09	375.0
tt0032695	1940-10-09	1825.0
tt0033054	1940-10-09	3700.0
tt0032684	1940-10-09	425.0
tt0032473	1940-10-09	425.0
tt0032943	1940-10-09	2800.0
tt0033033	1940-11-27	250.0
tt0032781	1940-11-27	4300.0
tt0033095	1940-11-27	22000.0
tt0032850	1940-11-27	148200.0
tt0033110	1940-11-27	2800.0
tt0032342	1940-11-27	49350.0
tt0032447	1940-11-27	144000.0
tt0032546	1940-11-27	566.6666666666666
tt0032245	1940-11-27	3616.6666666666665
tt0032262	1940-11-27	22150.0
tt0032256	1940-11-27	59750.0
tt0033107	1940-11-27	5100.0
tt0032396	1940-11-27	4050.0
tt0032458	1940-11-27	5050.0
tt0032676	1940-11-27	3875.0
tt0032473	1940-11-27	7625.0
tt0032553	1940-11-27	118300.0
tt0033153	1940-11-27	19800.0
tt0032429	1940-11-27	36250.0
tt0032762	1940-11-27	102050.0
tt0032809	1940-11-27	48850.0
tt0032220	1940-11-27	67150.0
tt0033018	1940-11-27	1333.3333333333333
tt0033234	1940-11-27	2600.0
tt0032338	1940-11-27	12550.0
tt0032330	1940-11-27	24650.0
tt0032683	1940-11-27	11600.0
tt0032600	1940-11-27	26700.0
tt0032614	1940-11-27	26500.0
tt0032957	1940-11-27	4650.0
tt0033276	1940-11-27	5200.0
tt0031641	1940-11-27	17150.0
tt0033028	1940-11-27	3087.5
tt0032596	1940-11-27	4500.0
tt0033187	1940-11-27	24400.0
tt0031348	1940-11-27	200.0
tt0032882	1940-11-27	200.0
tt0031378	1940-11-27	800.0
tt0032949	1940-11-27	800.0
tt0032846	1940-11-27	5400.0
tt0033014	1940-11-27	1400.0
tt0033109	1940-11-27	8500.0
tt0033253	1940-11-27	5900.0
tt0033278	1940-11-27	900.0
tt0032779	1940-11-27	3050.0
tt0032733	1940-11-27	900.0
tt0032959	1940-11-27	900.0
tt0032377	1940-11-27	5900.0
tt0032261	1940-11-27	2500.0
tt0033150	1940-11-27	4250.0
tt0032417	1940-11-27	2500.0
tt0033173	1940-11-27	17750.0
tt0032670	1940-11-27	23500.0
tt0032414	1940-11-27	3500.0
tt0032701	1940-11-27	9000.0
tt0032703	1940-11-27	19200.0
tt0033038	1940-11-27	37800.0
tt0032449	1940-11-27	7500.0
tt0032218	1940-11-27	2300.0
tt0032622	1940-11-27	6000.0
tt0033063	1940-11-27	2000.0
tt0032422	1940-11-27	19000.0
tt0033235	1940-11-27	1500.0
tt0032987	1940-11-27	2800.0
tt0032004	1940-11-27	4500.0
tt0032621	1940-11-27	11200.0
tt0032684	1940-11-27	750.0
tt0032718	1940-11-27	10250.0
tt0032571	1940-11-27	3750.0
tt6424172	1940-11-27	1300.0
tt0032714	1940-11-27	12150.0
tt0033288	1940-11-27	25350.0
tt0032481	1940-11-27	7000.0
tt0033059	1940-11-27	10400.0
tt0033291	1940-11-27	10500.0
tt0032884	1940-11-27	8500.0
tt0032695	1940-11-27	2000.0
tt0033181	1940-11-27	1500.0
tt0032198	1940-11-27	6500.0
tt0032893	1940-11-27	6500.0
tt0032780	1940-11-27	2750.0
tt0032410	1940-11-27	20000.0
tt0032324	1940-11-27	10600.0
tt0032687	1940-11-27	6450.0
tt0032728	1940-11-27	16100.0
tt0206302	1940-11-27	850.0
tt0032305	1940-11-27	850.0
tt0033214	1940-11-27	550.0
tt0032842	1940-11-27	550.0
tt0033099	1940-11-27	550.0
tt0032873	1940-11-27	7550.0
tt0032686	1940-11-27	3250.0
tt0032273	1940-11-27	600.0
tt0032527	1940-11-27	266.6666666666667
tt0033254	1940-11-27	600.0
tt0033185	1940-11-27	87.5
tt0028331	1940-11-27	87.5
tt0030674	1940-11-27	87.5
tt0031617	1940-11-27	87.5
tt0030581	1940-11-27	87.5
tt0194383	1940-11-27	87.5
tt0031102	1940-11-27	87.5
tt0033011	1940-11-27	333.3333333333333
tt0032986	1940-11-27	5000.0
tt0032455	1940-11-27	27500.0
tt0032555	1940-11-27	3000.0
tt0033389	1940-11-27	3000.0
tt0033283	1940-11-27	50000.0
tt0032651	1940-05-08	70150.0
tt0032289	1940-05-08	118700.0
tt0034364	1940-05-08	4200.0
tt0031381	1940-05-08	51000.0
tt0032181	1940-05-08	17450.0
tt0032609	1940-05-08	38300.0
tt0032315	1940-05-08	15000.0
tt0032976	1940-05-08	136000.0
tt0033100	1940-05-08	21550.0
tt0032416	1940-05-08	29200.0
tt0033044	1940-05-08	15050.0
tt0032492	1940-05-08	5350.0
tt0032831	1940-05-08	55150.0
tt0032644	1940-05-08	20250.0
tt0033290	1940-05-08	9250.0
tt0032993	1940-05-08	13000.0
tt0032595	1940-05-08	4000.0
tt0032566	1940-05-08	4550.0
tt0033105	1940-05-08	51800.0
tt0032191	1940-05-08	8450.0
tt0032207	1940-05-08	17150.0
tt0033191	1940-05-08	32000.0
tt0032753	1940-05-08	4400.0
tt0032176	1940-05-08	61300.0
tt0032668	1940-05-08	3500.0
tt0029365	1940-05-08	5350.0
tt0032629	1940-05-08	11500.0
tt0033174	1940-05-08	7500.0
tt0032635	1940-05-08	750.0
tt0032884	1940-05-08	3500.0
tt0032412	1940-05-08	6500.0
tt0031341	1940-05-08	14000.0
tt0033078	1940-05-08	1250.0
tt0032183	1940-05-08	1250.0
tt0033226	1940-05-08	6550.0
tt0033022	1940-05-08	14650.0
tt0032432	1940-05-08	54000.0
tt0032851	1940-05-08	31000.0
tt0032456	1940-05-08	12400.0
tt0032247	1940-05-08	300.0
tt0032263	1940-05-08	2700.0
tt0032963	1940-05-08	900.0
tt0033289	1940-05-08	900.0
tt0032946	1940-05-08	52150.0
tt0031278	1940-05-08	4850.0
tt0032558	1940-05-08	3250.0
tt0032857	1940-05-08	3250.0
tt0032411	1940-05-08	12250.0
tt0032383	1940-05-08	36150.0
tt0032487	1940-05-08	4250.0
tt0033221	1940-05-08	850.0
tt0033124	1940-05-08	850.0
tt0032413	1940-05-08	4300.0
tt0032194	1940-05-08	26500.0
tt0032910	1940-05-08	10900.0
tt0032871	1940-05-08	13100.0
tt0032205	1940-05-08	21850.0
tt0032252	1940-05-08	2650.0
tt0032828	1940-05-08	7000.0
tt0031208	1940-05-08	2250.0
tt0031191	1940-05-08	2250.0
tt0032726	1940-05-08	200.0
tt0032293	1940-05-08	200.0
tt0031365	1940-05-08	900.0
tt0031031	1940-05-08	900.0
tt0031698	1940-05-08	1000.0
tt0032551	1940-05-08	11000.0
tt0032341	1940-05-08	6000.0
tt0032867	1940-05-08	9000.0
tt0032299	1940-05-08	2500.0
tt0032397	1940-05-08	45350.0
tt0031353	1940-05-08	3250.0
tt0032795	1940-05-08	8100.0
tt0033039	1940-05-08	8000.0
tt0031742	1940-05-08	4900.0
tt0031352	1940-05-08	1900.0
tt0029357	1940-05-08	1900.0
tt0032638	1940-05-08	3750.0
tt0032479	1940-05-08	1900.0
tt0033062	1940-05-08	5250.0
tt0032739	1940-05-08	1725.0
tt0032485	1940-05-08	2750.0
tt0032440	1940-05-08	3500.0
tt0032643	1940-05-08	21000.0
tt0032590	1940-05-08	225.0
tt0032409	1940-05-08	225.0
tt0032343	1940-05-08	225.0
tt0032823	1940-05-08	5500.0
tt0032876	1940-05-08	3000.0
tt0033137	1940-05-08	7500.0
tt0033045	1940-01-31	14000.0
tt0032343	1940-01-31	18100.0
tt0031848	1940-01-31	12500.0
tt0031038	1940-01-31	29700.0
tt0031365	1940-01-31	17350.0
tt0031724	1940-01-31	6500.0
tt0032636	1940-01-31	44000.0
tt0031825	1940-01-31	2500.0
tt0033062	1940-01-31	6000.0
tt0031851	1940-01-31	6500.0
tt0031286	1940-01-31	4500.0
tt0032057	1940-01-31	5500.0
tt0031106	1940-01-31	5500.0
tt0031996	1940-01-31	20683.333333333336
tt0031322	1940-01-31	16600.0
tt0032981	1940-01-31	28150.0
tt0031082	1940-01-31	18050.0
tt0031381	1940-01-31	257900.0
tt0032333	1940-01-31	76050.0
tt0031393	1940-01-31	63400.0
tt0031282	1940-01-31	2800.0
tt0032963	1940-01-31	8150.0
tt0031883	1940-01-31	3500.0
tt0031450	1940-01-31	6350.0
tt0031641	1940-01-31	8850.0
